t	step.n	cyc.n	I	E	Q.c	Q.d	step.t	En.d	En.c	Q.c.err	Q.d.err
487	224154.231811896	4	5	0.000443469791207463	2.3564088344574	776.983946766786	928.502436586429	17661.3704259564	1993.08015016214	1759.05919577214	12.4872420016091	14.9223605879962
488	224274.256083437	4	5	0.000443434837507084	2.3567156791687	782.264228611072	928.502436586429	17781.3946974977	1993.08015016214	1771.50290660643	12.5721036741065	14.9223605879962
489	224394.28038124	4	5	0.000443434837507084	2.35732936859131	787.544514786072	928.502436586429	17901.4189949986	1993.08015016214	1783.94867017357	12.6569654162047	14.9223605879962
490	224514.304658215	4	5	0.000443434837507084	2.35794281959534	792.824814246429	928.502436586429	18021.4432722751	1993.08015016214	1796.39723279607	12.7418273718176	14.9223605879962
491	224634.328891722	4	5	0.000443469791207463	2.35855650901794	798.105113683214	928.502436586429	18141.4675057828	1993.08015016214	1808.84923191357	12.8266893270517	14.9223605879962
492	224754.353305437	4	5	0.000443469791207463	2.35947704315186	803.385413319643	928.502436586429	18261.4919194977	1993.08015016214	1821.30512235179	12.9115512854943	14.9223605879962
493	224874.377537134	4	5	0.000443399883806705	2.35978388786316	808.665716743571	928.502436586429	18381.5161511942	1993.08015016214	1833.76498787393	12.9964133048074	14.9223605879962
494	224994.401784225	4	5	0.000443434837507084	2.3613178730011	813.946001615357	928.502436586429	18501.5403982853	1993.08015016214	1846.22970502143	13.0812750259611	14.9223605879962
495	225114.42611493	4	5	0.000443434837507084	2.36193156242371	819.226277356071	928.502436586429	18621.5647289902	1993.08015016214	1858.69946099893	13.1661366003654	14.9223605879962
496	225234.45036836	4	5	0.000443434837507084	2.36315870285034	824.506554568572	928.502436586429	18741.5889824203	1993.08015016214	1871.17442762643	13.2509981984235	14.9223605879962
497	225354.474729552	4	5	0.000443469791207463	2.36438608169556	829.786840468214	928.502436586429	18861.6133436125	1993.08015016214	1883.65505097607	13.3358599360963	14.9223605879962
498	225474.498976341	4	5	0.000443434837507084	2.36530661582947	835.067141668571	928.502436586429	18981.6375900999	1993.08015016214	1896.14088971357	13.4207219196735	14.9223605879962
499	225594.523287124	4	5	0.000443504744907841	2.3665337562561	840.347424210357	928.502436586429	19101.6619008824	1993.08015016214	1908.63291093036	13.5055836033807	14.9223605879962
500	225714.547517613	4	5	0.000443469791207463	2.36776113510132	845.627710549286	928.502436586429	19221.6861316733	1993.08015016214	1921.13099942286	13.5904453481135	14.9223605879962
501	225834.571860996	4	5	0.000443399883806705	2.36868143081665	850.908009573571	928.502436586429	19341.7104750561	1993.08015016214	1933.63559900643	13.6753072967181	14.9223605879962
502	225954.596080316	4	5	0.000443434837507084	2.37021565437317	856.188288929286	928.502436586429	19461.7346943765	1993.08015016214	1946.14669950964	13.7601689292207	14.9223605879962
503	226074.620475316	4	5	0.000443469791207463	2.3714427947998	861.468586276071	928.502436586429	19581.7590893765	1993.08015016214	1958.66494227464	13.8450308508654	14.9223605879962
504	226194.644699164	4	5	0.000443469791207463	2.37267017364502	866.748821318214	928.502436586429	19701.7833135266	1993.08015016214	1971.19020395714	13.9298917711856	14.9223605879962
505	226314.669227584	4	5	0.000443434837507084	2.37389731407166	872.029072908571	928.502436586429	19821.8078416446	1993.08015016214	1983.72322872393	14.0147529574592	14.9223605879962
506	226434.693251906	4	5	0.000443469791207463	2.3757381439209	877.3093092725	928.502436586429	19941.8318659668	1993.08015016214	1996.26357183429	14.0996138990223	14.9223605879962
507	226554.717654151	4	5	0.000443434837507084	2.37757921218872	882.589583241071	928.502436586429	20061.8562682113	1993.08015016214	2008.812790005	14.1844754449458	14.9223605879962
508	226674.741842682	4	5	0.000443434837507084	2.37911319732666	887.869823836786	928.502436586429	20181.8804567425	1993.08015016214	2021.37094700357	14.2693364545198	14.9223605879962
509	226794.766122977	4	5	0.000443469791207463	2.3809540271759	893.150065391786	928.502436586429	20301.9047370377	1993.08015016214	2033.93847654107	14.3541974795108	14.9223605879962
510	226914.790509525	4	5	0.000443434837507084	2.38279509544373	898.430291290714	928.502436586429	20421.9291235857	1993.08015016214	2046.51638703393	14.4390582528865	14.9223605879962
511	227034.814801894	4	5	0.000443469791207463	2.38524961471558	903.710541047857	928.502436586429	20541.9534156532	1993.08015016214	2059.10538089321	14.5239194096977	14.9223605879962
512	227154.839269038	4	5	0.000443434837507084	2.38770413398743	908.990810634643	928.502436586429	20661.9778830983	1993.08015016214	2071.70686249321	14.6087808851996	14.9223605879962
513	227274.863316301	4	5	0.000443434837507084	2.39077210426331	914.271040371786	928.502436586429	20782.0019303615	1993.08015016214	2084.32215081321	14.6936417202608	14.9223605879962
514	227394.887682625	4	5	0.000443469791207463	2.39353346824646	919.551288216071	928.502436586429	20902.0262966852	1993.08015016214	2096.95333688857	14.7785028463297	14.9223605879962
